periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
11/2024;qtd_aprovada;"351430 DOURADO";1307;-;27;2133;-;1155;-;-;-;-;-;-;71;-;-;742;7527;133;-;-;-;-;46;-;-;-;20;-;5;-;-;-;-;-;-;-;-;1;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13212
11/2024;qtd_aprovada;"351440 DRACENA";8410;109;826;15376;2165;1054;493;132;22;-;-;-;562;385;-;754;48881;1383;302;-;1414;376;15;69;-;-;2221;-;7;157;-;111;12;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;5;14;-;4425;89690
11/2024;qtd_aprovada;"351450 DUARTINA";11329;110;769;2323;-;662;125;-;-;-;-;-;211;-;-;1105;37848;1061;15;-;-;-;574;-;-;-;223;-;-;-;-;-;-;-;-;-;-;-;52;-;57;-;-;-;-;-;-;-;-;23;-;-;-;56487
11/2024;qtd_aprovada;"351460 DUMONT";22;-;10;-;-;328;107;-;-;-;-;-;56;-;-;15;1419;-;-;-;-;-;202;5;-;-;44;-;-;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;19;-;-;-;2274
11/2024;qtd_aprovada;"351470 ECHAPORA";-;1764;-;-;-;185;40;-;-;-;-;-;-;-;-;-;-;272;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2261
11/2024;qtd_aprovada;"351480 ELDORADO";-;-;-;6866;-;-;-;-;-;-;-;-;-;-;-;-;621;292;94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7873
11/2024;qtd_aprovada;"351490 ELIAS FAUSTO";69;-;53;10956;-;629;45;-;-;-;-;-;53;-;-;10;15813;-;-;-;-;-;137;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;10;-;-;-;27782
11/2024;qtd_aprovada;"351492 ELISIARIO";-;120;1835;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;701;2693
11/2024;qtd_aprovada;"351495 EMBAUBA";131;76;70;1212;-;-;-;-;-;-;-;-;2;-;-;45;4355;76;-;-;-;-;156;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;10;-;-;-;6147
11/2024;qtd_aprovada;"351500 EMBU DAS ARTES";696;252;5670;5482;-;10468;3989;278;-;-;296;-;1461;-;-;3266;169923;1367;271;-;2461;-;-;-;-;-;314;-;-;-;-;-;-;-;-;-;-;-;-;4;-;14;-;-;-;-;-;-;-;-;14;-;3627;209853
11/2024;qtd_aprovada;"351510 EMBU-GUACU";-;245;5272;-;-;2543;132;-;-;-;-;-;335;-;-;2245;38575;417;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49783
11/2024;qtd_aprovada;"351512 EMILIANOPOLIS";-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;36;176
11/2024;qtd_aprovada;"351515 ENGENHEIRO COELHO";611;-;187;-;-;492;51;-;-;-;-;-;54;-;-;258;13146;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14835
11/2024;qtd_aprovada;"351518 ESPIRITO SANTO DO PINHAL";8372;144;780;10879;-;1558;628;152;9;-;-;-;555;-;-;3158;37898;1905;46;-;-;8;895;150;-;-;454;-;36;-;-;-;9;1;-;-;1;1;131;-;1;-;-;-;-;-;-;-;-;14;-;-;-;67785
11/2024;qtd_aprovada;"351519 ESPIRITO SANTO DO TURVO";-;-;448;702;-;-;-;-;-;-;-;-;97;-;-;-;-;-;-;-;-;-;-;132;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1379
11/2024;qtd_aprovada;"351520 ESTRELA D'OESTE";56;277;-;4886;3;266;-;-;-;-;-;-;99;-;-;63;8260;376;-;-;-;-;-;-;-;-;62;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14353
11/2024;qtd_aprovada;"351530 ESTRELA DO NORTE";75;13;1239;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1327
11/2024;qtd_aprovada;"351535 EUCLIDES DA CUNHA PAULISTA";1875;31;2;3440;-;-;24;-;-;-;-;-;71;-;-;-;8521;505;-;-;-;-;22;-;-;-;11;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;390;14899
11/2024;qtd_aprovada;"351540 FARTURA";1995;130;43;6302;-;1005;-;-;-;-;-;-;207;-;-;378;30328;515;129;-;-;-;427;-;-;-;130;-;14;-;-;-;-;-;-;-;-;4;111;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41718
11/2024;qtd_aprovada;"351550 FERNANDOPOLIS";14487;324;1796;53014;48;5105;2021;546;98;-;60;-;2403;-;1;1383;49377;1063;216;-;2887;-;841;3;-;-;456;9;5;56;-;-;-;4;8;-;-;-;244;2;-;18;-;-;-;-;-;-;-;48;35;-;6350;142908
11/2024;qtd_aprovada;"351560 FERNANDO PRESTES";-;78;-;3097;-;-;81;-;-;-;-;-;-;-;-;5;78;352;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;1197;4901
11/2024;qtd_aprovada;"351565 FERNAO";200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;290
11/2024;qtd_aprovada;"351570 FERRAZ DE VASCONCELOS";3575;833;493;91823;1038;2490;1859;275;-;-;177;-;1739;-;-;439;46337;2052;-;-;-;-;425;415;-;-;146;-;14;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;37;-;-;-;154178
11/2024;qtd_aprovada;"351580 FLORA RICA";426;1;142;-;-;-;-;-;-;-;-;-;-;-;-;49;1932;261;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;439;3311
11/2024;qtd_aprovada;"351590 FLOREAL";-;50;-;580;-;-;-;-;-;-;-;-;-;-;2;-;54;228;-;-;-;-;-;-;-;-;93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56;-;-;607;1670
11/2024;qtd_aprovada;"351600 FLORIDA PAULISTA";3661;-;2;1097;-;225;62;-;-;-;-;-;31;-;-;40;3675;504;-;-;-;-;149;-;-;-;19;-;6;-;1;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;4;-;-;-;9528
11/2024;qtd_aprovada;"351610 FLORINEA";2722;416;47;3115;-;4;-;-;-;-;-;-;2;-;-;342;9599;1;-;-;-;-;173;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;968;17417
11/2024;qtd_aprovada;"351620 FRANCA";20120;10773;11639;168030;2779;16032;8835;2062;466;137;576;14;22418;54;-;16828;359930;2483;859;1289;5460;33;3391;185;-;-;1097;-;764;360;27;37;69;29;-;-;-;-;512;-;357;52;-;-;-;-;-;-;994226;1554;33;-;12688;1666198
11/2024;qtd_aprovada;"351630 FRANCISCO MORATO";650;-;95;73395;-;6565;1939;725;-;-;316;-;1527;-;-;2635;126831;2334;107;-;2407;-;5;-;-;-;133;-;18;-;-;-;1;-;-;-;-;-;11;-;-;18;-;-;-;-;-;-;-;-;19;-;-;219731
11/2024;qtd_aprovada;"351640 FRANCO DA ROCHA";1;40;5;111405;-;8008;2269;1641;377;-;143;-;1686;-;-;5873;109935;3747;-;-;2905;-;-;20;-;-;84;-;1;19;-;-;2;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;370367;22;72;-;-;618665
11/2024;qtd_aprovada;"351650 GABRIEL MONTEIRO";-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
11/2024;qtd_aprovada;"351660 GALIA";2266;-;28;1075;-;324;91;-;-;-;-;-;101;-;-;279;8694;229;1;-;-;-;425;-;-;-;34;-;8;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;2;-;-;701;14310
11/2024;qtd_aprovada;"351670 GARCA";17424;250;403;13962;123;2415;-;167;-;-;20;-;3249;-;-;2569;65634;1459;42;-;-;-;1854;10;-;-;157;-;15;37;50;1;3;-;-;-;-;-;264;-;-;-;-;-;-;-;-;-;-;36;-;-;-;110144
11/2024;qtd_aprovada;"351680 GASTAO VIDIGAL";-;19;-;1550;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1607
11/2024;qtd_aprovada;"351685 GAVIAO PEIXOTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;731;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;731
11/2024;qtd_aprovada;"351690 GENERAL SALGADO";74;12;-;458;-;356;52;-;-;-;-;-;107;-;-;38;5128;553;-;-;-;-;276;-;-;-;3;-;5;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;74;-;-;-;7165
11/2024;qtd_aprovada;"351700 GETULINA";5483;-;190;2928;-;423;18;-;-;-;-;-;51;-;-;1317;15386;155;-;-;-;-;324;-;-;-;19;-;3;-;-;-;-;-;-;-;-;-;24;1;-;-;-;-;-;-;-;-;-;25;-;-;-;26347
11/2024;qtd_aprovada;"351710 GLICERIO";1888;10;1197;-;-;10;-;-;-;-;-;-;-;-;-;915;6399;-;-;-;-;-;236;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10687
11/2024;qtd_aprovada;"351720 GUAICARA";3789;38;328;-;-;38;116;-;-;-;-;-;22;-;-;810;8143;454;-;-;-;-;308;-;-;-;7;-;1;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;21;-;-;-;14109
11/2024;qtd_aprovada;"351730 GUAIMBE";10;40;-;-;-;106;-;-;-;-;-;-;15;-;-;-;3384;217;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;3792
11/2024;qtd_aprovada;"351740 GUAIRA";19863;122;3517;23529;-;1742;902;478;-;-;-;-;582;-;-;2765;52389;512;-;-;-;-;1343;10;-;-;134;-;5;-;-;-;-;1;-;-;-;-;202;3;78;-;-;-;-;-;-;-;-;45;-;-;5393;113615
11/2024;qtd_aprovada;"351750 GUAPIACU";20279;186;410;1554;-;685;69;-;-;-;-;-;139;-;-;1504;25998;2569;1;-;-;-;1670;1;-;-;45;-;90;-;-;-;-;-;-;-;-;-;137;-;-;-;-;-;-;-;-;-;-;24;-;-;205;55566
11/2024;qtd_aprovada;"351760 GUAPIARA";-;1685;-;4638;-;-;29;-;-;-;-;-;-;-;168;-;720;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7240
11/2024;qtd_aprovada;"351770 GUARA";540;26;3;580;-;936;85;-;-;-;1;-;147;-;-;-;5831;250;-;-;-;-;1387;-;-;-;80;-;-;-;-;-;-;-;-;-;-;-;177;-;-;-;-;-;-;-;-;-;-;23;-;-;-;10066
11/2024;qtd_aprovada;"351780 GUARACAI";2890;57;34;249;-;9;-;-;-;-;-;-;40;-;-;795;13736;67;-;-;-;-;458;-;-;-;9;-;1;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18397
11/2024;qtd_aprovada;"351790 GUARACI";6857;-;769;4499;-;676;153;24;-;-;-;-;175;-;68;407;9811;728;4;-;-;-;414;24;-;-;5;-;1;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;24;-;-;-;24673
11/2024;qtd_aprovada;"351800 GUARANI D'OESTE";-;17;-;-;-;-;-;-;-;-;-;-;2;-;-;-;340;659;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;3263;4301
11/2024;qtd_aprovada;"351810 GUARANTA";1472;-;389;-;-;-;-;-;-;-;-;-;-;-;-;67;1914;11;-;-;-;-;63;26;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3946
11/2024;qtd_aprovada;"351820 GUARARAPES";8815;-;140;8228;-;1443;63;-;-;-;24;-;630;-;-;1346;31583;634;-;-;-;-;1555;-;-;-;207;-;4;-;-;-;-;-;-;-;-;-;166;-;-;-;-;-;-;-;-;-;-;49;-;-;1688;56575
11/2024;qtd_aprovada;"351830 GUARAREMA";1085;108;1114;23328;-;2512;363;-;-;-;19;-;1248;2;-;1920;22202;53;3;-;-;2;545;-;-;-;46;-;1;-;-;-;1;-;-;-;-;-;97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54649
11/2024;qtd_aprovada;"351840 GUARATINGUETA";385;481;1;58463;555;3974;1185;1277;73;-;58;-;1607;-;-;1036;64316;-;19;784;1378;-;1685;811;-;-;410;-;2;-;-;1;-;-;-;-;1;4;186;1;-;10;-;-;-;-;-;-;-;16;9;-;10744;149472
11/2024;qtd_aprovada;"351850 GUAREI";15361;27;692;5178;-;580;88;-;-;-;-;-;120;-;-;782;16575;407;-;-;-;-;300;-;-;-;91;-;-;-;-;-;-;-;-;-;-;1;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40257
11/2024;qtd_aprovada;"351860 GUARIBA";8344;463;227;14063;78;1467;800;1;216;-;107;-;370;4;-;647;27788;1079;5;-;-;3;2058;-;-;-;234;-;56;62;-;-;-;1;-;-;2;-;209;-;1;-;-;-;-;-;-;-;-;91;-;-;2805;61181
11/2024;qtd_aprovada;"351870 GUARUJA";619;29;4861;160071;2620;12159;4054;1569;297;-;568;-;4634;930;-;7761;235870;2058;581;704;1783;964;1289;24;-;-;1377;-;151;102;-;27;36;-;-;-;-;-;149;341;20;22;-;-;-;-;10;-;-;89;20;-;-;445789
11/2024;qtd_aprovada;"351880 GUARULHOS";3503;23217;17969;424683;4794;36494;11008;4957;818;-;1032;-;13599;435;1003;8894;549180;1667;1388;188;9282;4614;4493;806;-;-;2450;-;167;394;-;23;2;40;-;-;-;-;809;-;1147;62;-;-;-;-;-;-;800077;10186;159;-;208;1939748
11/2024;qtd_aprovada;"351885 GUATAPARA";710;11;1;3613;-;272;8;-;-;-;-;-;-;-;1;223;5413;255;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;10535
11/2024;qtd_aprovada;"351890 GUZOLANDIA";3370;-;15;-;-;3;-;-;-;-;-;-;-;-;-;387;10330;-;-;-;-;-;174;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14354
11/2024;qtd_aprovada;"351900 HERCULANDIA";3097;-;126;2570;-;282;-;-;-;-;-;-;82;-;-;477;8167;-;392;-;-;-;531;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;871;16636
11/2024;qtd_aprovada;"351905 HOLAMBRA";2212;23;153;-;-;652;1;-;-;-;-;-;18;-;-;439;12813;-;-;-;-;-;197;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16549
11/2024;qtd_aprovada;"351907 HORTOLANDIA";892;334;5928;106765;714;7349;605;1016;131;2;378;-;3900;16;16;6971;197681;1371;1;-;2210;8;510;-;-;-;1248;-;7;14;-;1;33;-;-;-;-;-;156;-;292;11;-;-;-;-;-;-;-;-;5;-;-;338565
11/2024;qtd_aprovada;"351910 IACANGA";218;59;-;557;-;89;-;-;-;-;-;-;-;-;-;244;9455;-;-;-;-;-;77;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;18;-;-;-;10726
11/2024;qtd_aprovada;"351920 IACRI";3036;-;28;-;-;10;-;-;-;-;-;-;2;-;-;169;6518;212;-;-;-;-;237;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;29;-;-;-;10277
11/2024;qtd_aprovada;"351925 IARAS";45;82;44;-;-;-;-;-;-;-;-;-;-;-;-;148;2674;-;-;-;-;-;74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3086
11/2024;qtd_aprovada;"351930 IBATE";3026;-;116;16529;-;129;218;-;-;-;-;-;270;-;-;1381;27591;582;21;-;-;-;249;21;-;-;58;-;6;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50229
11/2024;qtd_aprovada;"351940 IBIRA";8;65;1;4393;-;646;222;-;-;-;-;-;25;-;-;125;11170;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;16681
11/2024;qtd_aprovada;"351950 IBIRAREMA";3501;89;20;4003;-;270;106;-;-;-;-;-;26;-;-;1058;15096;170;-;-;-;-;425;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;29;-;-;829;25704
11/2024;qtd_aprovada;"351960 IBITINGA";4121;218;2080;9444;-;2434;447;121;21;-;12;-;737;-;-;915;37183;793;-;-;-;9;1;-;-;-;291;-;8;-;-;1;3;1;-;-;1;-;-;-;89;-;-;-;-;-;-;-;-;50;-;-;2260;61240
11/2024;qtd_aprovada;"351970 IBIUNA";279;-;41;-;-;-;-;-;-;-;-;-;339;-;-;6555;97479;-;200;-;-;-;-;13;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;104930
11/2024;qtd_aprovada;"351980 ICEM";41;11;-;635;-;243;-;-;-;-;-;-;7;-;-;233;3469;967;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;915;6557
11/2024;qtd_aprovada;"351990 IEPE";2826;28;-;12330;-;289;158;-;-;-;-;-;88;-;-;71;9624;224;26;-;-;-;117;-;-;-;7;-;2;-;-;-;-;-;1;-;-;-;4;1;-;-;-;-;-;-;-;-;-;28;-;-;1590;27414
11/2024;qtd_aprovada;"352000 IGARACU DO TIETE";4648;55;240;6590;-;56;-;-;-;-;-;-;20;-;-;1027;16288;695;-;-;-;-;919;-;-;-;3;-;5;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;53;-;-;-;30674
11/2024;qtd_aprovada;"352010 IGARAPAVA";2705;116;18;10236;-;754;130;319;34;-;11;-;146;3;-;110;120217;406;-;-;-;3;626;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;53;-;11;-;-;-;-;-;-;-;-;20;-;-;-;135966
11/2024;qtd_aprovada;"352020 IGARATA";1;19;145;-;-;378;-;-;-;-;-;-;-;-;9;372;11591;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12515
11/2024;qtd_aprovada;"352030 IGUAPE";942;32;-;7655;-;1835;-;-;-;-;-;-;258;-;-;885;11935;150;-;-;-;-;-;-;-;-;74;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23768
11/2024;qtd_aprovada;"352040 ILHABELA";8881;477;170;253;-;4667;401;755;-;-;33;-;1229;-;-;1099;67542;973;-;-;-;2;210;84;-;-;385;1;57;-;-;-;-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;5333;92622
11/2024;qtd_aprovada;"352042 ILHA COMPRIDA";-;278;76;11848;-;1944;240;-;-;-;-;-;97;-;17;3;10425;-;-;-;-;-;-;-;-;-;17;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24946
11/2024;qtd_aprovada;"352044 ILHA SOLTEIRA";5750;25;188;4378;-;874;170;307;-;-;20;-;114;33;-;582;15992;515;23;-;916;20;283;18;-;-;55;-;3;23;-;-;-;3;-;1;-;-;15;-;-;16;-;-;-;-;-;-;-;-;27;-;7739;38090
11/2024;qtd_aprovada;"352050 INDAIATUBA";1897;5471;3975;181583;1039;9402;6650;903;287;97;610;-;16805;40;-;6599;185638;1300;70;364;2291;41;1344;596;-;-;385;-;79;189;7;71;-;11;-;-;-;-;160;-;68;8;-;-;-;-;-;-;-;145;3;-;-;428128
