periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
05/2024;qtd_aprovada;"420070 ALFREDO WAGNER";-;26;-;3117;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3143
05/2024;qtd_aprovada;"420075 ALTO BELA VISTA";271;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;371
05/2024;qtd_aprovada;"420080 ANCHIETA";150;88;188;3345;-;-;-;-;-;-;-;-;2;-;-;48;6201;164;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;1822;12048
05/2024;qtd_aprovada;"420090 ANGELINA";1369;-;51;2551;-;162;62;-;-;-;-;-;10;-;-;104;5389;-;10;-;-;-;257;-;-;5;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9971
05/2024;qtd_aprovada;"420100 ANITA GARIBALDI";-;-;-;3015;-;364;-;-;-;-;-;-;71;-;-;-;3155;-;26;-;-;-;-;325;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7009
05/2024;qtd_aprovada;"420110 ANITAPOLIS";-;-;-;970;-;22;-;-;-;-;-;-;31;-;-;41;1539;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1746;4373
05/2024;qtd_aprovada;"420120 ANTONIO CARLOS";-;-;1;5734;-;11;399;5;19;-;58;-;165;-;-;45;1213;630;2;-;-;-;-;-;-;3;-;2;-;1;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;450;8744
05/2024;qtd_aprovada;"420125 APIUNA";2711;-;28;8589;-;18;-;-;-;-;-;-;4;-;-;296;8867;562;-;-;-;-;529;-;-;3;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;1879;23519
05/2024;qtd_aprovada;"420127 ARABUTA";4160;29;11;1510;-;-;-;-;-;-;-;-;3;-;-;65;4093;-;-;-;-;-;234;169;-;12;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;11;-;-;1191;11502
05/2024;qtd_aprovada;"420130 ARAQUARI";1414;118;289;15494;-;-;-;-;-;-;-;-;-;-;-;341;21512;897;1;-;-;-;-;-;-;7;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40082
05/2024;qtd_aprovada;"420140 ARARANGUA";39;312;86;21678;-;6287;742;670;-;-;153;-;5034;-;-;171;38332;656;-;-;865;-;6;-;-;212;-;34;113;-;-;-;-;-;-;-;-;110;-;-;-;5;-;-;-;-;-;-;-;-;-;2000;77505
05/2024;qtd_aprovada;"420150 ARMAZEM";1146;-;195;4676;-;177;50;-;-;-;-;-;150;-;-;412;9046;1104;1;-;-;-;168;17;-;37;-;-;-;-;-;-;-;-;-;-;-;20;-;-;19;-;-;-;-;-;-;-;-;-;-;1002;18220
05/2024;qtd_aprovada;"420160 ARROIO TRINTA";-;-;27;1073;-;-;-;-;-;-;-;-;12;-;-;-;665;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1238;3043
05/2024;qtd_aprovada;"420165 ARVOREDO";83;2;2;32;-;-;-;-;-;-;-;-;9;-;-;51;2246;-;-;-;-;-;50;-;-;2;-;2;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;538;3031
05/2024;qtd_aprovada;"420170 ASCURRA";2189;-;49;5417;-;15;-;-;-;-;-;-;-;-;-;279;6727;428;-;-;-;-;468;-;-;19;-;8;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15615
05/2024;qtd_aprovada;"420180 ATALANTA";-;54;-;-;-;1;-;-;-;-;-;-;23;-;-;40;148;70;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;345
05/2024;qtd_aprovada;"420190 AURORA";-;-;-;3243;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3243
05/2024;qtd_aprovada;"420195 BALNEARIO ARROIO DO SILVA";1448;-;18;9533;-;39;-;-;-;-;-;-;-;-;-;108;3047;362;-;-;-;-;402;-;-;2;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;65;-;-;-;15057
05/2024;qtd_aprovada;"420200 BALNEARIO CAMBORIU";17;2;35;78730;191;4989;1460;712;82;42;150;-;3929;-;-;7;81017;2336;31;-;2840;-;95;65;-;19;-;49;-;-;4;-;1;-;-;-;-;45;-;-;-;26;-;-;-;-;-;-;-;69;-;680;177623
05/2024;qtd_aprovada;"420205 BALNEARIO BARRA DO SUL";80;-;89;2997;-;-;66;-;-;-;-;-;68;-;-;604;14442;135;-;-;-;-;166;-;-;10;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;220;18904
05/2024;qtd_aprovada;"420207 BALNEARIO GAIVOTA";9330;41;147;6716;-;43;-;-;-;-;-;-;70;-;-;780;18772;370;-;-;-;-;280;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;30;-;-;2392;39034
05/2024;qtd_aprovada;"420208 BANDEIRANTE";430;38;-;2276;-;-;-;-;-;-;-;-;-;-;-;-;127;168;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;1204;4256
05/2024;qtd_aprovada;"420209 BARRA BONITA";-;259;-;468;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2130;2857
05/2024;qtd_aprovada;"420210 BARRA VELHA";1779;123;-;11126;-;1258;119;-;-;-;-;-;494;-;-;268;16745;477;-;-;-;-;183;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;102;-;-;-;32678
05/2024;qtd_aprovada;"420213 BELA VISTA DO TOLDO";-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46
05/2024;qtd_aprovada;"420215 BELMONTE";-;-;-;1713;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;806;2534
05/2024;qtd_aprovada;"420220 BENEDITO NOVO";11525;105;190;5167;59;316;63;-;-;-;-;-;9;-;-;541;12776;290;-;-;-;-;395;-;-;14;-;6;-;-;-;2;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;6;-;-;200;31694
05/2024;qtd_aprovada;"420230 BIGUACU";616;337;719;31258;842;2727;1661;262;174;-;165;-;1691;-;-;580;45236;1749;1;-;-;-;-;150;-;190;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;88382
05/2024;qtd_aprovada;"420240 BLUMENAU";2676;1245;5262;187266;3548;11256;4588;2526;751;243;1368;88;16998;21;1092;2230;181347;17642;209;2364;2606;2;895;476;-;1117;-;12;384;-;238;2;15;-;-;-;2;284;98;-;1242;39;1034;-;-;-;1127;-;28;89;-;643;453053
05/2024;qtd_aprovada;"420243 BOCAINA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;qtd_aprovada;"420245 BOMBINHAS";1663;152;2524;14785;-;1830;411;-;-;-;64;-;421;-;1;804;32905;343;-;-;-;-;86;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;391;56397
05/2024;qtd_aprovada;"420250 BOM JARDIM DA SERRA";428;-;1;1915;-;-;-;-;-;-;-;-;-;-;-;142;2303;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;422;5218
05/2024;qtd_aprovada;"420253 BOM JESUS";7;25;7;-;-;-;-;-;-;-;-;-;10;-;-;5;2879;4;-;-;-;-;23;6;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2977
05/2024;qtd_aprovada;"420257 BOM JESUS DO OESTE";-;7;-;1156;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1218;2381
05/2024;qtd_aprovada;"420260 BOM RETIRO";-;37;-;3906;-;229;-;-;-;-;-;-;23;-;-;-;6199;280;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10700
05/2024;qtd_aprovada;"420270 BOTUVERA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;109;159;-;-;-;-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;273
05/2024;qtd_aprovada;"420280 BRACO DO NORTE";31315;91;743;20282;192;2347;331;146;-;-;26;-;650;-;-;1034;55973;3659;51;-;-;-;1655;71;-;241;-;10;2;-;-;2;-;-;-;-;-;403;14;-;-;-;-;-;-;-;-;-;21;-;-;852;120111
05/2024;qtd_aprovada;"420285 BRACO DO TROMBUDO";1844;-;9;2899;-;-;-;-;-;-;-;-;35;-;-;57;2930;-;-;-;-;-;357;-;-;4;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8152
05/2024;qtd_aprovada;"420287 BRUNOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;493;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;667;1170
05/2024;qtd_aprovada;"420290 BRUSQUE";-;-;930;50443;1938;6103;1899;1532;424;-;284;-;3071;6;-;646;78546;272;119;-;1618;-;-;462;-;432;-;21;13;147;198;29;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;95;3;-;-;149240
05/2024;qtd_aprovada;"420300 CACADOR";8541;162;518;7251;-;2285;738;260;25;-;-;-;629;12;-;4271;66490;3030;28;-;-;11;1873;33;-;50;-;-;-;-;-;5;-;-;-;-;-;328;-;-;-;-;-;-;-;-;-;-;-;-;-;9441;105981
05/2024;qtd_aprovada;"420310 CAIBI";-;199;-;3968;-;18;-;-;-;-;-;-;6;-;-;3;2395;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;2458;9086
05/2024;qtd_aprovada;"420315 CALMON";-;10;-;1466;-;-;-;-;-;-;-;-;-;-;-;-;-;265;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2066;3807
05/2024;qtd_aprovada;"420320 CAMBORIU";399;-;330;17258;-;-;-;-;-;-;23;-;-;-;-;95;5568;302;-;-;-;-;144;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;17;-;-;-;24141
05/2024;qtd_aprovada;"420325 CAPAO ALTO";-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
05/2024;qtd_aprovada;"420330 CAMPO ALEGRE";337;-;300;7307;-;542;120;-;-;-;1;-;51;-;-;663;13742;79;-;-;-;-;962;28;-;62;-;-;188;-;-;-;-;-;-;-;-;81;-;-;15;-;-;-;-;-;-;-;-;-;-;-;24478
05/2024;qtd_aprovada;"420340 CAMPO BELO DO SUL";-;44;38;4309;-;109;-;-;-;-;-;-;23;-;-;5;2082;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6639
05/2024;qtd_aprovada;"420350 CAMPO ERE";5229;152;-;5914;-;165;127;-;-;-;-;-;129;-;-;-;3496;261;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;103;-;-;3416;18992
05/2024;qtd_aprovada;"420360 CAMPOS NOVOS";151;72;-;19309;-;1281;107;63;-;-;-;-;256;-;-;87;12107;3200;27;-;-;-;74;-;-;21;-;-;79;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3610;40446
05/2024;qtd_aprovada;"420370 CANELINHA";1182;68;4;4527;-;197;104;8;35;-;51;-;48;-;-;224;15265;830;-;-;-;-;25;-;-;5;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;22596
05/2024;qtd_aprovada;"420380 CANOINHAS";862;86;297;24709;-;1060;1006;178;271;1;168;-;506;-;-;886;41230;53;3;-;-;-;336;81;-;78;-;2;16;-;7;-;-;-;-;-;-;103;-;-;7;-;-;-;-;-;-;-;2;-;-;2734;74682
05/2024;qtd_aprovada;"420390 CAPINZAL";-;-;-;3124;-;78;-;-;-;-;-;-;-;-;-;-;845;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4047
05/2024;qtd_aprovada;"420395 CAPIVARI DE BAIXO";16695;41;207;8771;-;531;-;-;-;-;-;-;186;-;-;1071;37650;-;-;-;-;-;948;13;-;63;-;1;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66227
05/2024;qtd_aprovada;"420400 CATANDUVAS";-;271;-;488;-;-;-;-;-;-;-;-;29;-;-;50;2084;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;78;3043
05/2024;qtd_aprovada;"420410 CAXAMBU DO SUL";293;-;-;34;-;98;-;-;-;-;-;-;26;-;-;6;2464;426;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;1381;4750
05/2024;qtd_aprovada;"420415 CELSO RAMOS";-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40
05/2024;qtd_aprovada;"420417 CERRO NEGRO";-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
05/2024;qtd_aprovada;"420419 CHAPADAO DO LAGEADO";2531;14;21;2071;-;-;-;-;-;-;-;-;-;-;-;37;4020;-;-;-;-;-;299;-;-;3;-;-;-;-;-;-;-;-;-;-;-;66;-;-;-;-;-;-;-;-;-;-;20;-;-;-;9082
05/2024;qtd_aprovada;"420420 CHAPECO";31620;1530;1205;169600;2443;10550;7729;1910;1763;204;820;-;13655;-;2;3508;216169;15817;603;1270;2255;-;1576;175;-;1025;-;18;48;4;164;88;4;-;-;-;-;431;17;-;110;26;175;-;-;-;132;-;541;30;-;7837;495054
05/2024;qtd_aprovada;"420425 COCAL DO SUL";1268;45;41;12636;510;661;-;-;-;-;-;-;153;-;-;214;20031;2236;82;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;206;38109
05/2024;qtd_aprovada;"420430 CONCORDIA";52;455;74;42449;429;2985;734;464;83;-;3;8;507;625;-;161;18769;2626;158;-;706;424;436;4;-;211;-;4;113;-;30;13;-;-;-;1;-;216;1;-;2;4;-;-;-;-;-;-;23;9;-;1944;74723
05/2024;qtd_aprovada;"420435 CORDILHEIRA ALTA";1780;-;30;925;-;-;-;-;-;-;-;-;-;-;-;222;4356;87;-;-;-;-;589;3;-;1;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8022
05/2024;qtd_aprovada;"420440 CORONEL FREITAS";3282;-;79;60;-;279;-;-;-;-;-;-;34;-;-;104;10902;310;-;-;-;-;733;19;-;26;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;465;16334
05/2024;qtd_aprovada;"420445 CORONEL MARTINS";49;22;10;-;-;-;-;-;-;-;-;-;-;-;-;181;1726;154;-;-;-;-;160;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;15;-;-;1905;4237
05/2024;qtd_aprovada;"420450 CORUPA";843;276;92;5677;-;441;-;-;-;-;-;-;43;-;-;1381;17224;-;-;-;-;-;302;-;-;13;-;4;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;1250;27587
05/2024;qtd_aprovada;"420455 CORREIA PINTO";-;99;50;-;-;-;-;-;-;-;-;-;-;-;-;-;3003;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3152
05/2024;qtd_aprovada;"420460 CRICIUMA";121458;684;4419;130176;3783;9494;7517;2020;684;146;514;4;15309;123;-;7965;382382;3380;659;1966;2424;94;15553;590;-;3263;-;149;666;1;14;1;-;-;-;5;-;1107;-;-;14;5;194;-;-;-;69;-;533;37;-;1800;719202
05/2024;qtd_aprovada;"420470 CUNHA PORA";-;551;-;7191;-;180;-;-;-;-;-;-;28;-;-;26;2383;1200;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;2907;14534
05/2024;qtd_aprovada;"420475 CUNHATAI";-;19;-;1371;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;940;2382
05/2024;qtd_aprovada;"420480 CURITIBANOS";3205;326;123;17882;329;1619;299;19;-;-;-;-;576;15;65;1835;27770;1453;42;-;580;7;631;-;-;106;-;1;-;13;2;1;1;-;-;-;-;277;-;-;-;9;-;-;-;-;-;-;60;21;-;3534;60801
05/2024;qtd_aprovada;"420490 DESCANSO";1331;468;-;5479;-;13;88;12;45;-;16;-;98;-;-;4;1867;484;1;-;-;-;-;-;-;12;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;4489;14443
05/2024;qtd_aprovada;"420500 DIONISIO CERQUEIRA";2193;200;83;3298;-;913;76;-;-;-;-;-;160;-;2;342;16946;488;-;-;-;-;1771;-;-;10;-;5;-;-;-;-;-;-;-;-;-;288;-;-;-;-;-;-;-;-;-;-;53;-;-;6133;32961
05/2024;qtd_aprovada;"420510 DONA EMMA";1082;64;49;2813;-;1;-;-;-;-;-;-;29;-;-;186;3985;-;-;-;-;-;118;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;21;-;-;-;8362
05/2024;qtd_aprovada;"420515 DOUTOR PEDRINHO";1417;36;8;5054;-;-;-;-;-;-;-;-;597;-;-;290;3061;203;-;-;-;-;66;-;-;2;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;330;11074
05/2024;qtd_aprovada;"420517 ENTRE RIOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;56;77
05/2024;qtd_aprovada;"420519 ERMO";3280;-;11;911;-;-;-;-;-;-;-;-;-;-;-;53;3631;-;-;-;-;-;118;-;-;1;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;279;8308
05/2024;qtd_aprovada;"420520 ERVAL VELHO";210;67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3108;-;-;-;-;-;-;-;-;17;-;6;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;21;-;-;1276;4713
05/2024;qtd_aprovada;"420530 FAXINAL DOS GUEDES";-;220;-;4492;-;10;-;-;-;-;-;-;47;-;-;46;1549;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;4252;10640
05/2024;qtd_aprovada;"420535 FLOR DO SERTAO";-;-;-;1634;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;419;2085
05/2024;qtd_aprovada;"420540 FLORIANOPOLIS";7030;6898;4973;204031;8181;15896;4630;3266;319;119;896;5;33965;77288;17450;5948;210919;3474;917;2123;3136;28555;1787;1195;-;4903;-;43;109;30;162;98;90;-;-;-;4;419;1;-;432;16;1943;-;-;2;130;7544932;42321;64;-;17206;8255906
05/2024;qtd_aprovada;"420543 FORMOSA DO SUL";193;-;48;-;-;-;-;-;-;-;-;-;-;-;-;16;6048;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;1878;8247
05/2024;qtd_aprovada;"420545 FORQUILHINHA";30358;-;284;17481;327;151;590;7;59;-;18;-;744;-;-;797;47540;2460;-;-;-;-;1499;4;-;92;-;10;-;-;-;-;-;-;-;-;-;119;-;-;-;-;-;-;-;-;-;-;22;-;-;475;103037
05/2024;qtd_aprovada;"420550 FRAIBURGO";1174;-;114;2137;-;542;17;-;-;-;-;-;189;-;-;934;21539;352;124;-;-;-;90;-;-;114;-;13;398;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8377;36115
05/2024;qtd_aprovada;"420555 FREI ROGERIO";-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
05/2024;qtd_aprovada;"420560 GALVAO";-;22;-;3100;-;-;-;-;-;-;-;-;-;-;-;-;571;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;1176;4883
05/2024;qtd_aprovada;"420570 GAROPABA";29;-;40;23041;-;1909;239;-;-;-;-;-;143;-;-;550;21627;1036;-;-;-;-;-;-;-;57;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;849;49522
05/2024;qtd_aprovada;"420580 GARUVA";-;46;-;12503;-;822;286;-;-;-;-;-;154;-;-;115;8699;788;-;-;-;-;12;-;-;12;-;5;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;12;-;-;1903;25360
05/2024;qtd_aprovada;"420590 GASPAR";166;601;8;11094;608;2194;767;521;174;-;114;-;1698;-;1;122;29029;1764;52;-;-;-;518;-;-;288;-;1;-;-;-;-;1;-;-;-;-;66;-;-;-;-;-;-;-;-;-;-;26;-;-;1623;51436
05/2024;qtd_aprovada;"420600 GOVERNADOR CELSO RAMOS";-;97;27;6795;155;-;-;-;38;-;13;-;-;-;-;41;755;291;2;-;-;-;-;-;-;13;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5004;13235
05/2024;qtd_aprovada;"420610 GRAO-PARA";-;10;-;2899;-;-;-;-;-;-;-;-;58;-;-;45;1027;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4039
05/2024;qtd_aprovada;"420620 GRAVATAL";-;595;168;1349;-;-;-;-;-;-;-;-;54;-;-;-;1404;340;-;-;-;-;-;127;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;4137
05/2024;qtd_aprovada;"420630 GUABIRUBA";373;171;57;11597;-;103;-;-;-;-;-;-;-;-;-;402;13262;-;-;-;-;-;555;-;-;85;-;3;-;24;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26679
05/2024;qtd_aprovada;"420640 GUARACIABA";-;57;-;4545;-;228;-;-;-;-;-;-;27;-;-;8;2303;392;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;4126;11713
