periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
01/2026;qtd_aprovada;"420765 IPORA DO OESTE";-;105;1;1423;21;18;39;-;82;-;-;-;34;-;-;5;518;950;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;2645;-;-;-;-;-;-;5866
01/2026;qtd_aprovada;"420768 IPUACU";2285;16;77;4465;-;-;89;-;-;-;-;-;-;-;-;501;6474;218;-;-;-;-;668;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;24;-;-;911;-;-;-;-;-;-;15761
01/2026;qtd_aprovada;"420770 IPUMIRIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"420775 IRACEMINHA";-;14;-;2351;-;-;19;-;41;-;-;-;9;-;-;-;918;93;-;-;-;-;40;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1132;-;-;-;-;-;-;4666
01/2026;qtd_aprovada;"420780 IRANI";4680;98;46;7919;-;379;-;-;-;-;-;-;118;-;-;428;14275;-;-;-;-;-;564;14;-;-;6;-;7;-;-;-;-;-;-;-;-;-;35;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2893;-;-;-;-;-;-;31464
01/2026;qtd_aprovada;"420785 IRATI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1329;-;-;-;-;-;-;1329
01/2026;qtd_aprovada;"420790 IRINEOPOLIS";988;28;50;3671;-;-;78;-;-;-;-;-;1;-;-;473;10905;99;-;-;-;-;539;-;-;-;15;-;8;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;19;-;-;1513;-;-;-;-;-;-;18426
01/2026;qtd_aprovada;"420800 ITA";-;-;-;1985;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;2010
01/2026;qtd_aprovada;"420810 ITAIOPOLIS";-;32;-;731;-;307;-;-;-;-;-;-;-;-;-;-;492;261;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1656;-;-;-;-;-;-;3479
01/2026;qtd_aprovada;"420820 ITAJAI";19804;-;2686;188832;3326;11324;6692;2352;696;242;601;40;15543;117;4;2033;104972;6150;234;1064;-;82;2499;167;-;-;374;-;2;226;-;37;30;-;-;-;-;2;65;50;-;101;-;38;-;-;-;45;-;-;316;-;-;-;-;-;-;-;-;-;370746
01/2026;qtd_aprovada;"420830 ITAPEMA";202;592;6;45330;245;3944;1527;523;135;-;116;-;910;-;-;-;45340;571;150;-;-;-;289;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;106;-;-;4;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;100092
01/2026;qtd_aprovada;"420840 ITAPIRANGA";-;4219;1;4885;43;395;254;19;121;1;-;-;54;-;-;4;638;-;-;-;-;-;-;-;-;-;21;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5245;-;-;-;-;-;-;15914
01/2026;qtd_aprovada;"420845 ITAPOA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"420850 ITUPORANGA";17294;658;86;13249;-;49;-;-;-;-;7;-;143;-;-;298;13573;390;9;-;-;-;1139;2024;-;-;54;-;15;-;-;-;-;-;-;-;-;-;107;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49097
01/2026;qtd_aprovada;"420860 JABORA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"420870 JACINTO MACHADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"420880 JAGUARUNA";17323;174;699;7944;-;95;45;-;-;-;-;-;51;-;-;990;38410;258;-;-;-;-;2299;16;-;-;25;-;29;-;-;-;-;-;-;-;-;-;152;-;-;-;-;-;-;-;-;-;-;-;23;-;-;16;-;-;-;-;-;-;68549
01/2026;qtd_aprovada;"420890 JARAGUA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"420895 JARDINOPOLIS";-;4;-;1591;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2076;-;-;-;-;-;-;3671
01/2026;qtd_aprovada;"420900 JOACABA";98;182;69;20255;3912;-;328;-;-;-;4;-;483;-;3;345;6433;1711;1;-;-;-;24;16;-;-;734;-;27;-;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;47;-;-;4285;-;-;-;-;-;-;38961
01/2026;qtd_aprovada;"420910 JOINVILLE";2685;3;25159;241483;3826;21537;7120;4247;2112;158;1377;4;31945;79;25;14819;400598;31324;361;2112;-;46;1768;162;-;-;1454;-;273;726;-;182;142;58;-;-;10;-;483;19;-;613;-;17;30;101;-;9;-;-;105;34;-;20679;-;-;-;-;-;-;817885
01/2026;qtd_aprovada;"420915 JOSE BOITEUX";-;18;-;2699;-;-;-;-;-;-;-;-;-;-;-;-;1536;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;4315
01/2026;qtd_aprovada;"420917 JUPIA";548;10;2;-;-;-;-;-;-;-;-;-;-;-;-;531;2740;277;-;-;-;-;105;-;-;-;1;-;13;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;890;-;-;-;-;-;-;5123
01/2026;qtd_aprovada;"420920 LACERDOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"420930 LAGES";12601;1653;494;139880;1617;4066;3042;928;1450;49;188;-;2359;36;11;6828;61852;36199;292;-;-;12;2153;273;-;-;178;-;11;77;-;-;6;-;-;-;1;-;210;1;-;-;-;-;-;-;-;-;-;-;71;-;-;2978;-;-;-;-;-;-;279516
01/2026;qtd_aprovada;"420940 LAGUNA";59;319;332;19196;117;1534;836;8;15;-;-;-;1690;1;-;94;16858;38;34;-;-;1;186;-;-;-;610;-;1;126;1;3;3;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42078
01/2026;qtd_aprovada;"420945 LAJEADO GRANDE";611;-;42;-;-;-;-;-;-;-;-;-;-;-;-;96;3684;155;-;-;-;-;52;45;-;-;2;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4693
01/2026;qtd_aprovada;"420950 LAURENTINO";-;99;-;2488;-;-;-;-;-;-;-;-;-;-;-;-;476;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3063
01/2026;qtd_aprovada;"420960 LAURO MULLER";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"420970 LEBON REGIS";-;-;-;2129;-;-;-;-;-;-;-;-;-;-;-;2;732;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2863
01/2026;qtd_aprovada;"420980 LEOBERTO LEAL";-;-;-;1561;-;-;-;-;-;-;1;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1849;-;-;-;-;-;-;3432
01/2026;qtd_aprovada;"420985 LINDOIA DO SUL";-;33;-;2366;-;-;14;-;-;-;-;-;21;-;-;-;987;232;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;265;-;-;-;-;-;-;3918
01/2026;qtd_aprovada;"420990 LONTRAS";-;58;-;12809;-;-;-;-;-;-;-;-;73;-;-;-;2939;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;15919
01/2026;qtd_aprovada;"421000 LUIZ ALVES";28;155;34;4461;-;157;-;-;-;-;-;-;134;-;-;47;7796;1408;-;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;424;-;-;-;-;-;-;14701
01/2026;qtd_aprovada;"421003 LUZERNA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"421005 MACIEIRA";464;16;-;1840;-;3;-;-;-;-;-;-;-;-;-;138;1718;-;-;-;-;-;48;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;4251
01/2026;qtd_aprovada;"421010 MAFRA";29525;329;635;8794;-;124;-;-;-;-;-;-;306;-;-;2223;74457;81;-;-;-;-;1477;90;-;-;74;-;5;-;-;-;-;-;-;-;-;-;245;-;-;-;-;-;-;-;-;-;-;-;16;-;-;1503;-;-;-;-;-;-;119884
01/2026;qtd_aprovada;"421020 MAJOR GERCINO";-;21;-;840;-;-;31;11;30;-;9;-;-;-;-;-;107;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3527;-;-;-;-;-;-;4577
01/2026;qtd_aprovada;"421030 MAJOR VIEIRA";15181;21;86;-;-;298;-;-;-;-;-;-;62;-;-;405;16547;331;-;-;-;-;346;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1820;-;-;-;-;-;-;35186
01/2026;qtd_aprovada;"421040 MARACAJA";1942;12;32;3159;-;22;-;-;-;-;-;-;4;-;-;292;8102;51;-;-;-;-;174;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;13839
01/2026;qtd_aprovada;"421050 MARAVILHA";-;-;133;12187;255;290;884;163;553;24;71;-;439;-;-;-;2774;204;2;-;-;-;95;-;-;-;14;-;-;-;-;6;-;-;-;-;-;-;93;-;-;-;-;-;-;-;-;-;-;-;30;-;-;4530;-;-;-;-;-;-;22747
01/2026;qtd_aprovada;"421055 MAREMA";-;-;-;678;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;850;-;-;-;-;-;-;1532
01/2026;qtd_aprovada;"421060 MASSARANDUBA";815;127;83;7224;-;681;-;-;-;-;27;-;117;-;-;583;21943;254;13;-;-;-;640;9;-;-;98;-;-;106;-;-;-;-;-;-;-;-;22;-;-;88;-;-;-;-;-;-;-;-;21;-;-;854;-;-;-;-;-;-;33705
01/2026;qtd_aprovada;"421070 MATOS COSTA";474;17;13;2239;-;-;144;-;-;-;-;-;-;-;-;196;3219;103;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6470
01/2026;qtd_aprovada;"421080 MELEIRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"421085 MIRIM DOCE";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;4;58;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;95
01/2026;qtd_aprovada;"421090 MODELO";-;80;-;5170;-;-;-;-;-;-;-;-;-;-;-;-;527;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;1575;-;-;-;-;-;-;7373
01/2026;qtd_aprovada;"421100 MONDAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;557;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1577;-;-;-;-;-;-;2134
01/2026;qtd_aprovada;"421105 MONTE CARLO";-;124;45;-;-;108;-;-;-;-;-;-;-;-;-;-;93;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;396
01/2026;qtd_aprovada;"421110 MONTE CASTELO";-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;2;2109;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;2185
01/2026;qtd_aprovada;"421120 MORRO DA FUMACA";8848;183;98;8295;-;-;-;-;-;-;-;-;-;-;-;340;17258;-;-;-;-;-;481;-;-;-;3;-;2;-;-;-;-;-;-;-;-;-;63;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35573
01/2026;qtd_aprovada;"421125 MORRO GRANDE";2553;47;-;1217;-;-;-;-;-;-;-;-;-;-;-;144;4805;-;-;-;-;-;41;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;441;-;-;-;-;-;-;9279
01/2026;qtd_aprovada;"421130 NAVEGANTES";27295;9;857;29369;-;2801;394;248;407;-;100;-;772;-;-;5222;108334;1410;87;-;-;-;1328;1;-;-;180;-;16;-;-;-;-;-;-;-;-;-;203;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;179033
01/2026;qtd_aprovada;"421140 NOVA ERECHIM";-;12;-;975;-;-;-;-;-;-;-;-;33;-;1;44;85;-;-;-;-;-;2;-;-;-;2;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;1648;-;-;-;-;-;-;2827
01/2026;qtd_aprovada;"421145 NOVA ITABERABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"421150 NOVA TRENTO";1284;154;48;9938;37;457;437;-;-;-;86;-;8;-;-;1488;16017;15;-;-;-;-;-;29;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;2863;-;-;-;-;-;-;32883
01/2026;qtd_aprovada;"421160 NOVA VENEZA";2982;48;59;2137;-;28;-;-;-;-;-;-;-;-;-;308;13818;724;-;-;-;-;1364;-;-;-;41;-;19;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21581
01/2026;qtd_aprovada;"421165 NOVO HORIZONTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"421170 ORLEANS";4;181;661;11387;4;680;16;45;-;-;8;-;578;-;-;144;24549;8;56;-;-;1;-;4;-;-;299;-;6;-;4;5;5;-;-;-;6;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38659
01/2026;qtd_aprovada;"421175 OTACILIO COSTA";-;66;-;10644;-;-;-;-;-;-;-;-;-;-;-;-;1426;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12136
01/2026;qtd_aprovada;"421180 OURO";2972;-;45;8444;-;-;-;-;-;-;-;-;-;-;-;190;8624;496;-;-;-;-;95;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1634;-;-;-;-;-;-;22539
01/2026;qtd_aprovada;"421185 OURO VERDE";48;-;8;-;-;-;-;-;-;-;-;-;-;-;-;142;3244;318;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3787
01/2026;qtd_aprovada;"421187 PAIAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"421189 PAINEL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"421190 PALHOCA";19976;268;1255;39801;1964;3992;1664;20;33;13;582;-;4722;-;-;9992;139062;1525;41;-;-;-;6996;51;-;-;287;-;17;-;-;920;-;-;-;-;-;-;446;4;-;582;-;-;-;-;-;-;-;-;111;-;-;-;-;-;-;-;-;-;234324
01/2026;qtd_aprovada;"421200 PALMA SOLA";-;17;-;586;-;86;-;-;-;-;-;-;25;-;-;24;545;428;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;4966;-;-;-;-;-;-;6696
01/2026;qtd_aprovada;"421205 PALMEIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"421210 PALMITOS";117;51;-;9987;-;17;29;-;-;-;-;-;138;-;17;63;1639;-;-;-;-;-;168;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;12292
01/2026;qtd_aprovada;"421220 PAPANDUVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;617;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;652
01/2026;qtd_aprovada;"421223 PARAISO";102;15;-;1521;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;580;-;-;-;-;-;-;2218
01/2026;qtd_aprovada;"421225 PASSO DE TORRES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"421227 PASSOS MAIA";1529;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;129;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2652;-;-;-;-;-;-;4335
01/2026;qtd_aprovada;"421230 PAULO LOPES";-;25;-;3571;-;522;-;-;-;-;-;-;-;-;-;26;1223;402;-;-;-;-;-;21;-;-;6;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;3888;-;-;-;-;-;-;9709
01/2026;qtd_aprovada;"421240 PEDRAS GRANDES";-;16;-;1172;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;1226
01/2026;qtd_aprovada;"421250 PENHA";1585;197;129;16230;-;326;227;24;4;-;-;-;4;-;-;286;29510;233;-;-;-;-;34;1;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;48834
01/2026;qtd_aprovada;"421260 PERITIBA";-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;92;174;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;963;-;-;-;-;-;-;1247
01/2026;qtd_aprovada;"421265 PESCARIA BRAVA";6611;63;14;1788;-;-;-;-;-;-;-;-;-;-;-;217;8611;-;-;-;-;-;164;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17491
01/2026;qtd_aprovada;"421270 PETROLANDIA";158;-;-;2371;-;-;-;-;-;-;-;-;51;-;-;-;971;300;-;-;-;-;72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72;-;-;-;-;-;-;-;-;-;3995
01/2026;qtd_aprovada;"421280 BALNEARIO PICARRAS";7204;-;1441;9390;-;256;178;-;-;-;-;-;555;-;-;433;44266;-;-;-;-;-;324;76;-;-;18;-;1;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;64205
01/2026;qtd_aprovada;"421290 PINHALZINHO";7591;85;103;-;-;15;-;-;-;-;-;-;-;-;-;378;17999;-;-;-;-;-;1048;90;-;-;-;-;4;-;-;-;-;-;-;-;-;-;144;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;27469
01/2026;qtd_aprovada;"421300 PINHEIRO PRETO";3541;-;18;2874;-;-;-;-;-;-;-;-;-;-;-;197;5739;113;-;-;-;-;347;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;23;-;-;571;-;-;-;-;-;-;13483
01/2026;qtd_aprovada;"421310 PIRATUBA";2113;-;8;-;-;65;-;-;-;-;-;-;-;-;-;177;5602;8;-;-;-;-;413;16;-;-;1;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;13;-;-;1336;-;-;-;-;-;-;9766
01/2026;qtd_aprovada;"421315 PLANALTO ALEGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"421320 POMERODE";455;14;8;16223;-;165;-;-;-;-;-;-;92;-;-;22;5428;789;-;-;-;-;32;6;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;23282
