periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
09/2024;qtd_aprovada;"313520 JANUARIA";430;-;54;14992;-;2191;1173;613;99;-;239;6;778;32;14;25;42506;1163;8;-;1343;26;-;-;395;-;450;-;1;49;-;1;1;2;-;-;-;-;-;-;24;11;-;-;-;-;-;-;138766;95;30;-;6514;212031
09/2024;qtd_aprovada;"313530 JAPARAIBA";-;3;-;1533;-;-;-;-;-;-;-;-;-;-;-;-;1670;147;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1899;5252
09/2024;qtd_aprovada;"313535 JAPONVAR";377;-;-;-;-;-;-;-;-;-;-;-;-;-;-;226;3603;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;450;4687
09/2024;qtd_aprovada;"313540 JECEABA";-;32;-;12152;-;-;-;-;-;-;-;-;-;-;-;-;1863;291;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;708;15065
09/2024;qtd_aprovada;"313545 JENIPAPO DE MINAS";9;33;-;1159;-;-;-;-;-;-;-;-;94;-;-;-;261;144;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;3521;5245
09/2024;qtd_aprovada;"313550 JEQUERI";15;76;-;-;-;15;-;-;-;-;-;-;-;-;-;-;1045;195;-;-;-;-;22;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;1789;3191
09/2024;qtd_aprovada;"313560 JEQUITAI";2031;-;2;1640;-;-;-;-;-;-;-;-;-;-;-;-;405;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;312;4426
09/2024;qtd_aprovada;"313570 JEQUITIBA";-;23;-;1867;-;-;38;-;-;-;-;-;82;-;-;-;7218;325;27;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;701;10381
09/2024;qtd_aprovada;"313580 JEQUITINHONHA";26;-;26;382;-;835;74;-;-;-;2;-;784;-;-;-;10264;883;-;-;-;-;341;-;-;-;46;-;51;-;-;-;-;15;-;-;-;-;210;-;-;-;-;-;-;-;-;-;-;30;-;-;7079;21048
09/2024;qtd_aprovada;"313590 JESUANIA";13;11;-;1109;-;-;-;-;-;-;-;-;-;-;-;-;334;-;-;-;-;-;8;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;184;1674
09/2024;qtd_aprovada;"313600 JOAIMA";-;-;-;1223;-;93;-;-;-;-;-;-;63;-;-;-;3243;-;-;-;-;-;40;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;4587;9289
09/2024;qtd_aprovada;"313610 JOANESIA";648;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;145;397;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;314;1509
09/2024;qtd_aprovada;"313620 JOAO MONLEVADE";61359;172;1224;59909;1555;3552;1660;721;241;6;320;-;4526;5;-;3302;89499;7420;129;-;2339;11;5082;-;-;-;226;-;2;120;-;13;35;21;-;-;-;-;750;3;47;31;-;-;-;-;-;-;-;221;33;-;14995;259529
09/2024;qtd_aprovada;"313630 JOAO PINHEIRO";1899;54;4;18046;463;1406;262;316;-;-;-;-;-;-;-;1221;26053;488;-;-;-;-;398;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93;-;-;-;-;-;-;-;-;-;-;35;-;-;3992;54730
09/2024;qtd_aprovada;"313640 JOAQUIM FELICIO";-;123;-;902;-;-;-;-;-;-;-;-;-;-;-;8;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;1921;3082
09/2024;qtd_aprovada;"313650 JORDANIA";21;20;-;1737;-;-;-;-;-;-;-;-;-;-;-;-;1216;-;-;-;-;-;-;-;-;-;19;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;163;3202
09/2024;qtd_aprovada;"313652 JOSE GONCALVES DE MINAS";-;4;-;2082;-;-;-;-;-;-;-;-;19;-;-;2;364;-;-;-;-;-;66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;2216;4774
09/2024;qtd_aprovada;"313655 JOSE RAYDAN";-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1420;1425
09/2024;qtd_aprovada;"313657 JOSENOPOLIS";-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;266;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;3572;3919
09/2024;qtd_aprovada;"313660 NOVA UNIAO";3078;302;9;1087;-;-;33;-;-;-;-;-;137;-;-;153;7227;467;-;-;-;-;365;-;-;-;63;-;-;-;3;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;434;13379
09/2024;qtd_aprovada;"313665 JUATUBA";3517;-;311;-;-;44;-;-;-;-;-;-;1;-;-;1077;8355;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;392;13750
09/2024;qtd_aprovada;"313670 JUIZ DE FORA";4412;727;4111;278595;5338;17982;3949;1035;543;14;669;6;29390;4157;-;9785;380641;20760;2813;2736;5733;5542;4396;-;412;-;1746;-;39;773;-;218;36;100;1;-;8;5;874;292;454;34;1766;4;3;-;674;-;435878;3229;101;-;-;1229981
09/2024;qtd_aprovada;"313680 JURAMENTO";-;4;-;566;-;-;-;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;281;932
09/2024;qtd_aprovada;"313690 JURUAIA";-;-;-;2470;-;367;166;-;-;-;-;-;216;-;-;-;3911;6;-;-;-;-;-;-;43;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;784;7973
09/2024;qtd_aprovada;"313695 JUVENILIA";-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;85;-;-;298;388
09/2024;qtd_aprovada;"313700 LADAINHA";-;61;-;736;-;558;-;-;-;-;-;-;40;-;-;-;1221;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;1115;3760
09/2024;qtd_aprovada;"313710 LAGAMAR";-;-;-;2254;-;489;-;-;-;-;-;-;23;-;-;19;4093;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6881
09/2024;qtd_aprovada;"313720 LAGOA DA PRATA";2282;113;57;18897;88;1568;524;-;-;-;25;-;696;-;-;1273;34630;1928;-;-;-;-;570;-;-;-;216;-;9;-;-;-;-;-;-;-;-;1;318;-;-;-;-;-;-;-;-;-;-;20;-;-;5160;68375
09/2024;qtd_aprovada;"313730 LAGOA DOS PATOS";890;7;-;-;-;-;-;-;-;-;-;-;10;-;-;5;32;-;-;-;-;-;10;-;-;-;5;-;3;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;292;1263
09/2024;qtd_aprovada;"313740 LAGOA DOURADA";4410;6;65;-;-;33;-;-;-;-;-;-;216;-;-;878;14893;18;-;-;-;-;1077;-;58;-;11;-;1;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;518;22226
09/2024;qtd_aprovada;"313750 LAGOA FORMOSA";1498;149;15;7558;-;1667;576;490;153;24;310;1;338;-;-;120;11803;713;9;-;-;-;186;-;-;-;-;-;12;532;-;-;-;5;-;-;-;-;119;-;-;-;-;-;-;-;-;-;-;21;-;-;2938;29237
09/2024;qtd_aprovada;"313753 LAGOA GRANDE";687;11;54;3332;-;1429;-;-;-;-;-;-;57;-;-;-;6106;-;-;-;-;-;218;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;21;-;-;1103;13094
09/2024;qtd_aprovada;"313760 LAGOA SANTA";21;181;260;22976;19;656;22;18;-;-;62;-;246;-;-;-;10883;989;-;-;-;-;160;-;-;-;32;-;3;7;-;15;-;-;-;-;-;-;133;1;-;-;-;-;-;-;-;-;-;-;-;-;379;37063
09/2024;qtd_aprovada;"313770 LAJINHA";45;9;-;2850;-;1471;-;-;-;-;-;-;50;-;-;30;3973;408;-;-;-;-;141;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;20;-;-;493;9505
09/2024;qtd_aprovada;"313780 LAMBARI";22;152;93;1399;-;271;135;-;-;-;-;-;31;-;-;703;19036;255;-;-;-;-;127;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4716;26942
09/2024;qtd_aprovada;"313790 LAMIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;qtd_aprovada;"313800 LARANJAL";-;18;-;730;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;352;1138
09/2024;qtd_aprovada;"313810 LASSANCE";165;9;-;2028;-;-;-;-;-;-;-;-;100;-;-;141;4914;545;-;-;-;-;86;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;600;8648
09/2024;qtd_aprovada;"313820 LAVRAS";1571;186;60;36373;2;3059;163;415;-;-;-;-;1164;87;8;5245;57907;801;76;-;2341;57;769;-;8;-;894;-;1;38;-;-;11;8;-;-;62;-;158;5;321;27;-;-;-;-;-;-;-;55;33;-;763;112668
09/2024;qtd_aprovada;"313830 LEANDRO FERREIRA";-;-;-;77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77
09/2024;qtd_aprovada;"313835 LEME DO PRADO";-;1;-;2621;-;-;-;-;-;-;-;-;17;-;-;111;1335;180;-;-;-;-;161;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1492;5918
09/2024;qtd_aprovada;"313840 LEOPOLDINA";157;24;476;19578;585;1678;395;67;-;-;1;-;534;44;-;361;20589;1103;63;-;1693;504;305;-;-;-;163;-;32;187;1;-;1;21;-;-;-;-;88;-;-;23;-;-;-;-;-;-;159808;742;49;-;6426;215698
09/2024;qtd_aprovada;"313850 LIBERDADE";1;38;-;-;-;-;-;-;-;-;-;-;35;-;-;-;3309;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;661;4044
09/2024;qtd_aprovada;"313860 LIMA DUARTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;131;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;181
09/2024;qtd_aprovada;"313862 LIMEIRA DO OESTE";2549;18;-;1566;-;277;185;-;-;-;-;-;96;-;-;137;7396;90;-;-;-;-;37;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;923;13299
09/2024;qtd_aprovada;"313865 LONTRA";264;29;-;1795;-;146;-;-;-;-;-;-;-;-;-;310;2415;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;324;5303
09/2024;qtd_aprovada;"313867 LUISBURGO";-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;186;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;500;706
09/2024;qtd_aprovada;"313868 LUISLANDIA";-;6;-;1115;-;-;-;-;-;-;-;-;-;-;-;-;123;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;1770;3092
09/2024;qtd_aprovada;"313870 LUMINARIAS";34;-;-;1687;-;-;-;-;-;-;-;-;-;-;-;93;1015;1175;-;-;-;-;20;-;12;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;1833;5885
09/2024;qtd_aprovada;"313880 LUZ";-;17;1;3740;-;492;-;-;-;-;-;-;60;-;-;-;9334;966;2;-;-;-;-;-;-;-;125;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5147;19885
09/2024;qtd_aprovada;"313890 MACHACALIS";1766;21;-;1304;-;193;-;-;-;-;-;-;5;-;-;-;1818;-;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;23;-;-;2260;7486
09/2024;qtd_aprovada;"313900 MACHADO";-;65;-;18104;-;1198;337;-;-;-;-;-;235;-;-;-;9307;241;-;-;-;-;-;-;12;-;6;-;4;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45;-;-;3845;33401
09/2024;qtd_aprovada;"313910 MADRE DE DEUS DE MINAS";288;6;-;3096;-;-;-;-;-;-;-;-;-;-;-;66;2269;230;-;-;-;-;214;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;20;-;-;1779;7988
09/2024;qtd_aprovada;"313920 MALACACHETA";-;-;7;784;-;1397;201;-;-;-;-;-;65;-;-;15;3141;-;2;-;-;-;-;-;8;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;1653;7318
09/2024;qtd_aprovada;"313925 MAMONAS";-;4;-;1416;-;218;-;-;-;-;-;-;45;-;-;-;108;-;44;-;-;-;29;-;-;-;30;-;36;-;11;-;-;-;-;-;-;2;-;10;-;-;-;-;-;-;-;-;-;42;-;-;1813;3808
09/2024;qtd_aprovada;"313930 MANGA";-;73;3;3313;-;502;71;-;-;-;-;-;407;-;-;-;13123;-;-;-;-;-;-;-;-;-;80;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3716;21291
09/2024;qtd_aprovada;"313940 MANHUACU";1369;327;110;63533;335;3949;818;374;663;-;52;-;1155;2006;5;217;54803;607;472;-;2684;1898;91;-;-;-;117;-;3;329;-;-;3;6;-;-;-;-;17;-;-;29;21;-;-;-;-;-;-;129;64;-;14047;150233
09/2024;qtd_aprovada;"313950 MANHUMIRIM";1;136;305;15937;-;1533;244;158;-;-;-;-;444;-;-;330;13685;3456;46;-;-;-;172;-;-;-;74;-;-;1;-;-;-;-;-;-;-;-;107;-;-;-;-;-;-;-;-;-;208669;19;-;-;4458;249775
09/2024;qtd_aprovada;"313960 MANTENA";515;119;14;8640;-;654;177;-;-;-;-;-;131;-;-;346;25564;1396;-;-;-;-;5;-;134;-;49;-;-;441;-;-;12;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;698;-;-;4073;42970
09/2024;qtd_aprovada;"313970 MARAVILHAS";286;49;-;1027;-;-;-;-;-;-;-;-;-;-;-;5;1490;71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1280;4208
09/2024;qtd_aprovada;"313980 MAR DE ESPANHA";-;-;-;789;-;-;-;-;-;-;-;-;134;-;-;-;2406;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;4000;7377
09/2024;qtd_aprovada;"313990 MARIA DA FE";2;-;-;2789;-;332;-;-;-;-;-;-;77;-;-;-;2782;252;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;172;6421
09/2024;qtd_aprovada;"314000 MARIANA";6103;1;186;30742;282;204;125;-;-;-;-;-;1305;5;-;1623;65958;535;38;-;2146;5;2783;-;40;-;89;-;15;5;-;-;11;-;-;-;-;-;380;-;-;23;-;-;-;-;-;-;-;-;22;-;1000;113626
09/2024;qtd_aprovada;"314010 MARILAC";-;2;-;-;-;-;-;-;-;-;-;-;31;-;-;-;299;356;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;2974;3684
09/2024;qtd_aprovada;"314015 MARIO CAMPOS";-;4009;-;5289;-;-;120;-;-;-;-;-;-;-;-;-;1215;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;407;11084
09/2024;qtd_aprovada;"314020 MARIPA DE MINAS";440;6;15;-;-;-;-;-;-;-;-;-;201;-;-;4;663;479;-;-;-;-;19;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;754;2583
09/2024;qtd_aprovada;"314030 MARLIERIA";10;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;61;104
09/2024;qtd_aprovada;"314040 MARMELOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;554;554
09/2024;qtd_aprovada;"314050 MARTINHO CAMPOS";230;7;-;1587;-;449;-;-;-;-;-;-;38;-;-;-;2565;200;-;-;-;-;-;-;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;3503;8698
09/2024;qtd_aprovada;"314053 MARTINS SOARES";297;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3368;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3727
09/2024;qtd_aprovada;"314055 MATA VERDE";1992;13;-;4932;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;4828;11788
09/2024;qtd_aprovada;"314060 MATERLANDIA";-;5;-;2077;-;-;-;-;-;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;1281;3456
09/2024;qtd_aprovada;"314070 MATEUS LEME";30002;-;225;14367;-;906;108;-;-;-;-;-;586;-;-;2833;54644;1851;17;-;-;-;1674;-;131;-;628;-;5;1329;-;-;-;1;-;-;-;-;209;-;-;-;-;-;-;-;-;-;-;3;-;-;-;109519
09/2024;qtd_aprovada;"314080 MATIAS BARBOSA";-;-;305;-;-;-;-;-;-;-;-;-;111;-;-;111;5879;-;-;-;-;-;-;-;-;-;7;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;124;6549
09/2024;qtd_aprovada;"314085 MATIAS CARDOSO";-;5;-;1816;-;-;-;-;-;-;-;-;365;-;-;-;1648;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;3690;7557
09/2024;qtd_aprovada;"314090 MATIPO";-;60;-;5448;185;446;20;-;-;-;-;-;772;-;-;-;7216;-;-;-;-;-;-;-;-;-;-;-;-;188;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;14364
09/2024;qtd_aprovada;"314100 MATO VERDE";135;8;-;3487;-;907;46;-;-;-;-;-;257;-;-;1154;2864;-;-;-;-;-;134;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67;-;-;663;9722
09/2024;qtd_aprovada;"314110 MATOZINHOS";8962;-;173;4652;-;157;-;-;-;-;-;-;-;-;-;576;19219;279;-;-;-;-;1515;-;74;-;53;-;-;-;1;-;-;-;-;-;-;-;91;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35752
09/2024;qtd_aprovada;"314120 MATUTINA";-;15;-;-;-;69;-;-;-;-;-;-;24;-;-;-;1105;180;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;482;1895
09/2024;qtd_aprovada;"314130 MEDEIROS";-;10;-;-;-;-;-;-;-;-;-;-;64;-;-;-;8517;68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;940;9599
09/2024;qtd_aprovada;"314140 MEDINA";2875;22;8;1704;-;183;222;87;-;-;39;-;904;-;-;-;3195;-;-;-;-;-;-;-;-;-;161;-;1;151;-;4;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6097;15655
09/2024;qtd_aprovada;"314150 MENDES PIMENTEL";-;14;7;1485;-;-;-;-;-;-;-;-;-;-;-;-;3494;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;525;5525
09/2024;qtd_aprovada;"314160 MERCES";-;11;-;-;-;269;11;-;-;-;-;-;10;-;-;-;249;1228;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;6375;8229
09/2024;qtd_aprovada;"314170 MESQUITA";-;-;-;1244;-;-;-;-;-;-;-;-;-;-;-;-;150;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;108;1524
09/2024;qtd_aprovada;"314180 MINAS NOVAS";221;41;27;5435;-;660;166;-;-;-;5;-;404;-;-;26;8918;-;-;-;957;-;1791;-;-;-;58;-;-;-;3;-;-;-;-;-;-;-;146;-;-;6;-;-;-;-;-;-;-;25;12;-;10684;29585
09/2024;qtd_aprovada;"314190 MINDURI";-;-;10;-;-;14;6;-;-;-;-;-;131;-;-;51;2247;-;-;-;-;-;-;-;-;-;6;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;192;2659
09/2024;qtd_aprovada;"314200 MIRABELA";52;31;-;627;-;1209;123;-;-;-;5;-;11;-;-;-;3796;-;9;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;564;6472
09/2024;qtd_aprovada;"314210 MIRADOURO";668;54;-;2246;-;-;-;-;-;-;-;-;39;-;-;-;3094;381;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;24;-;-;635;7149
09/2024;qtd_aprovada;"314220 MIRAI";-;13;15;1859;-;467;24;-;-;-;-;-;189;-;-;-;3153;735;88;-;-;-;-;-;-;-;9;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;1770;8372
09/2024;qtd_aprovada;"314225 MIRAVANIA";-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;128;-;-;-;-;-;200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;51;-;-;3678;4123
09/2024;qtd_aprovada;"314230 MOEDA";-;-;417;3245;-;213;-;-;-;-;-;-;67;-;-;-;1191;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;436;5594
09/2024;qtd_aprovada;"314240 MOEMA";5352;33;32;3981;-;273;33;-;-;-;-;-;59;-;-;72;4624;-;-;-;-;-;632;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;37;-;-;60;15236
