periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
07/2024;qtd_aprovada;"316280 SAO JOAO EVANGELISTA";-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311;500;-;-;-;-;104;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83;-;-;865;1892
07/2024;qtd_aprovada;"316290 SAO JOAO NEPOMUCENO";212;-;7;15107;-;1383;644;222;-;-;53;-;148;-;34;23;13475;1800;1;-;-;-;353;-;14;-;46;-;5;-;-;-;-;-;-;-;-;-;394;-;-;-;-;-;-;-;-;-;-;39;-;-;2224;36184
07/2024;qtd_aprovada;"316292 SAO JOAQUIM DE BICAS";12428;74;92;28508;-;1008;376;-;-;-;-;-;365;-;-;1877;17773;145;1;-;-;-;383;-;-;-;59;-;48;-;-;-;-;-;-;-;-;-;562;-;-;-;-;-;-;-;-;-;-;-;-;-;569;64268
07/2024;qtd_aprovada;"316294 SAO JOSE DA BARRA";-;17;14;311;-;-;-;-;-;-;-;-;23;-;-;4;4560;293;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2337;7600
07/2024;qtd_aprovada;"316295 SAO JOSE DA LAPA";7427;31;269;7240;-;-;-;-;-;-;-;-;337;-;-;786;11961;-;-;-;-;-;-;-;-;-;83;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65;28209
07/2024;qtd_aprovada;"316300 SAO JOSE DA SAFIRA";-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;493;365;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;284;1176
07/2024;qtd_aprovada;"316310 SAO JOSE DA VARGINHA";2128;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;2182;-;-;-;-;-;377;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4748
07/2024;qtd_aprovada;"316320 SAO JOSE DO ALEGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72;72
07/2024;qtd_aprovada;"316330 SAO JOSE DO DIVINO";10;11;-;2460;-;-;-;-;-;-;-;-;-;-;-;-;1000;97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;539;4138
07/2024;qtd_aprovada;"316340 SAO JOSE DO GOIABAL";-;24;-;874;-;323;-;-;-;-;-;-;-;-;-;-;757;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;694;2672
07/2024;qtd_aprovada;"316350 SAO JOSE DO JACURI";-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;186;202
07/2024;qtd_aprovada;"316360 SAO JOSE DO MANTIMENTO";-;26;-;233;-;-;-;-;-;-;-;-;-;-;-;-;231;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;490
07/2024;qtd_aprovada;"316370 SAO LOURENCO";26128;193;444;5549;-;2014;198;259;-;-;-;-;1102;-;-;1368;62052;1134;14;-;2325;1;3446;-;189;-;174;-;11;38;-;-;1;6;-;-;1;-;537;-;-;2;31;-;-;-;-;-;-;18;57;-;2321;109613
07/2024;qtd_aprovada;"316380 SAO MIGUEL DO ANTA";-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;2569;102;-;-;-;-;-;-;-;-;29;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1260;4031
07/2024;qtd_aprovada;"316390 SAO PEDRO DA UNIAO";-;9;-;1156;-;-;-;-;-;-;-;-;10;-;-;-;1053;-;-;-;-;-;-;-;-;-;8;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1837;4074
07/2024;qtd_aprovada;"316400 SAO PEDRO DOS FERROS";-;5;-;1182;-;-;-;-;-;-;-;-;-;-;-;-;429;139;-;-;-;-;12;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3270;5038
07/2024;qtd_aprovada;"316410 SAO PEDRO DO SUACUI";-;-;-;2194;-;-;-;-;-;-;-;-;-;-;-;-;106;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2300
07/2024;qtd_aprovada;"316420 SAO ROMAO";1;-;-;1145;-;570;55;-;-;-;-;-;129;-;-;-;4658;-;-;-;-;-;217;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;286;7094
07/2024;qtd_aprovada;"316430 SAO ROQUE DE MINAS";1381;8;-;1054;-;233;-;-;-;-;-;-;49;-;-;29;4969;269;-;-;-;-;-;-;-;-;20;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;2478;10540
07/2024;qtd_aprovada;"316440 SAO SEBASTIAO DA BELA VISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;qtd_aprovada;"316443 SAO SEBASTIAO DA VARGEM ALEGRE";-;15;-;540;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1465;2040
07/2024;qtd_aprovada;"316447 SAO SEBASTIAO DO ANTA";-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;275;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;254;539
07/2024;qtd_aprovada;"316450 SAO SEBASTIAO DO MARANHAO";-;95;-;1421;-;-;-;-;-;-;-;-;4;-;-;-;350;421;-;-;-;-;194;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;103;-;-;-;-;-;-;-;-;-;-;23;-;-;4284;6899
07/2024;qtd_aprovada;"316460 SAO SEBASTIAO DO OESTE";-;19;-;2;-;-;15;-;-;-;-;-;5;-;-;-;4605;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;4678
07/2024;qtd_aprovada;"316470 SAO SEBASTIAO DO PARAISO";401;300;2319;56159;451;6519;1772;293;129;-;150;-;4851;29;-;1611;41390;2918;70;-;1928;12;1271;-;72;-;88;-;19;65;-;24;1;26;-;-;1;-;270;-;-;55;12;-;-;-;-;-;-;461;8;-;6538;130213
07/2024;qtd_aprovada;"316480 SAO SEBASTIAO DO RIO PRETO";-;-;26;228;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;254
07/2024;qtd_aprovada;"316490 SAO SEBASTIAO DO RIO VERDE";21;5;10;1391;-;-;-;-;-;-;-;-;-;-;-;128;539;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;385;2536
07/2024;qtd_aprovada;"316500 SAO TIAGO";-;23;-;83;-;171;-;-;-;-;-;-;-;-;-;-;3433;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5651;9361
07/2024;qtd_aprovada;"316510 SAO TOMAS DE AQUINO";-;19;133;3892;-;243;62;-;-;-;-;-;37;-;-;111;5192;328;-;-;-;-;-;-;-;-;64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;494;10595
07/2024;qtd_aprovada;"316520 SAO THOME DAS LETRAS";2426;27;-;-;-;-;-;-;-;-;-;-;57;-;-;152;5547;-;-;-;-;-;8;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;268;8516
07/2024;qtd_aprovada;"316530 SAO VICENTE DE MINAS";932;19;-;669;-;168;-;-;-;-;-;-;-;-;-;-;2682;139;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;336;4945
07/2024;qtd_aprovada;"316540 SAPUCAI-MIRIM";25;10;70;-;-;-;-;-;-;-;-;-;50;-;-;100;1681;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47;1983
07/2024;qtd_aprovada;"316550 SARDOA";-;-;-;3447;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3453
07/2024;qtd_aprovada;"316553 SARZEDO";36292;30;215;28311;-;7602;862;-;-;26;69;-;91;-;-;1204;48440;1108;10;-;-;-;1436;-;1348;-;215;-;25;-;-;-;-;3;-;-;-;-;491;-;-;-;-;-;-;-;-;-;-;314;-;-;1912;130004
07/2024;qtd_aprovada;"316555 SETUBINHA";-;31;-;1615;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;1652;3322
07/2024;qtd_aprovada;"316556 SEM-PEIXE";28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;765;-;-;-;-;-;226;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;20;-;-;422;1470
07/2024;qtd_aprovada;"316557 SENADOR AMARAL";-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;268;493
07/2024;qtd_aprovada;"316560 SENADOR CORTES";-;-;30;-;-;-;-;-;-;-;-;-;30;-;-;-;138;260;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;167;625
07/2024;qtd_aprovada;"316570 SENADOR FIRMINO";-;21;-;1061;-;-;-;-;-;-;-;-;187;-;-;-;2938;297;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1064;5568
07/2024;qtd_aprovada;"316580 SENADOR JOSE BENTO";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;696;718
07/2024;qtd_aprovada;"316590 SENADOR MODESTINO GONCALVES";-;47;-;3185;-;173;-;-;-;-;-;-;-;-;-;-;735;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;3240;7422
07/2024;qtd_aprovada;"316600 SENHORA DE OLIVEIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;480;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;99;579
07/2024;qtd_aprovada;"316610 SENHORA DO PORTO";-;19;-;-;-;-;-;-;-;-;-;-;50;-;-;-;154;-;-;-;-;-;81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;20;-;-;-;333
07/2024;qtd_aprovada;"316620 SENHORA DOS REMEDIOS";-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4289;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2381;6677
07/2024;qtd_aprovada;"316630 SERICITA";-;-;-;849;-;-;-;-;-;-;-;-;132;-;-;-;1060;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1369;3430
07/2024;qtd_aprovada;"316640 SERITINGA";-;3;-;51;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;323;406
07/2024;qtd_aprovada;"316650 SERRA AZUL DE MINAS";2;-;-;1297;-;-;-;-;-;-;-;-;-;-;-;26;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2279;3650
07/2024;qtd_aprovada;"316660 SERRA DA SAUDADE";868;6;-;140;-;-;-;-;-;-;-;-;8;-;-;-;1798;72;-;-;-;-;134;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3043
07/2024;qtd_aprovada;"316670 SERRA DOS AIMORES";2;-;-;-;-;-;-;-;-;-;-;-;59;-;-;-;85;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;50;271
07/2024;qtd_aprovada;"316680 SERRA DO SALITRE";7;40;9;-;-;715;396;-;-;-;37;-;254;-;-;3;12736;217;34;-;-;-;44;-;-;-;39;-;1;-;5;-;1;1;-;-;-;-;-;2;-;3;-;-;-;-;-;-;-;22;-;-;2630;17196
07/2024;qtd_aprovada;"316690 SERRANIA";1;-;-;7972;-;222;149;-;-;-;-;-;132;-;-;-;9216;257;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17975
07/2024;qtd_aprovada;"316695 SERRANOPOLIS DE MINAS";-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;91;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;37;-;-;1996;2169
07/2024;qtd_aprovada;"316700 SERRANOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;321;1334;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;1;1672
07/2024;qtd_aprovada;"316710 SERRO";164;10;1;6576;-;586;1;-;-;-;-;-;251;-;-;59;7967;324;5;-;-;-;-;-;-;-;81;-;-;7;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;2285;18324
07/2024;qtd_aprovada;"316720 SETE LAGOAS";1488;723;161;53447;1346;8927;1135;1076;126;40;395;-;2859;1261;84;3059;84222;5928;150;599;3223;2533;1641;-;41;-;656;-;72;203;-;12;80;2;-;-;-;-;526;-;-;221;87;44;-;-;-;-;401018;273;190;-;4852;582700
07/2024;qtd_aprovada;"316730 SILVEIRANIA";-;-;-;1257;-;-;-;-;-;-;-;-;30;-;-;-;73;120;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;1714;3201
07/2024;qtd_aprovada;"316740 SILVIANOPOLIS";14;2;-;1656;-;-;-;-;-;-;-;-;-;-;-;30;103;64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1609;3478
07/2024;qtd_aprovada;"316750 SIMAO PEREIRA";-;-;-;-;-;-;-;-;-;-;-;-;106;-;-;-;325;105;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;203;739
07/2024;qtd_aprovada;"316760 SIMONESIA";-;24;-;1091;-;868;74;-;-;-;-;-;-;-;-;-;489;423;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;3017
07/2024;qtd_aprovada;"316770 SOBRALIA";-;1;-;-;-;-;-;-;-;-;-;-;55;-;-;-;719;822;-;-;-;-;66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;1584;3269
07/2024;qtd_aprovada;"316780 SOLEDADE DE MINAS";80;30;-;741;-;-;-;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;924
07/2024;qtd_aprovada;"316790 TABULEIRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1035;166;-;-;-;-;179;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1512;2912
07/2024;qtd_aprovada;"316800 TAIOBEIRAS";202;55;30;17725;-;2139;762;134;-;-;80;-;772;-;-;-;15542;2018;-;-;-;-;885;-;495;-;30;-;-;-;-;-;-;-;-;-;-;-;138;-;-;-;-;-;-;-;-;-;-;52;-;-;2000;43059
07/2024;qtd_aprovada;"316805 TAPARUBA";-;14;-;1135;-;-;-;-;-;-;-;-;-;-;-;-;98;66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;594;1915
07/2024;qtd_aprovada;"316810 TAPIRA";-;-;-;666;-;252;-;-;-;-;-;-;-;-;-;-;2758;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;144;3850
07/2024;qtd_aprovada;"316820 TAPIRAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;qtd_aprovada;"316830 TAQUARACU DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;105;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;115
07/2024;qtd_aprovada;"316840 TARUMIRIM";-;-;-;1162;-;92;58;-;-;-;-;-;26;-;-;-;249;20;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;1651
07/2024;qtd_aprovada;"316850 TEIXEIRAS";5;15;-;3471;-;-;-;-;-;-;-;-;-;-;-;-;5710;648;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;1014;10958
07/2024;qtd_aprovada;"316860 TEOFILO OTONI";28260;211;291;88346;1844;5662;2040;1044;524;38;181;-;9622;1545;376;178;97865;4153;1275;942;5419;1254;497;-;113;-;4415;-;126;26;2;10;472;-;-;-;1;-;280;90;-;218;31;-;-;-;-;-;183515;500;74;-;3735;445175
07/2024;qtd_aprovada;"316870 TIMOTEO";9255;74;-;20720;8;2137;30;194;-;-;-;-;312;5;2;303;30649;500;13;-;1457;3;2087;-;1;-;119;-;8;-;-;-;2;1;-;-;-;-;236;-;-;1;3;-;-;-;-;-;-;67;3;-;-;68190
07/2024;qtd_aprovada;"316880 TIRADENTES";913;10;20;6341;-;-;-;-;-;-;-;-;-;-;-;311;6152;-;-;-;-;-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;431;14182
07/2024;qtd_aprovada;"316890 TIROS";3541;26;-;-;-;229;-;-;-;-;-;-;323;-;-;-;2884;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;1782;8813
07/2024;qtd_aprovada;"316900 TOCANTINS";170;20;47;6494;-;-;-;-;-;-;-;-;3;-;-;-;8475;505;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;744;16538
07/2024;qtd_aprovada;"316905 TOCOS DO MOJI";-;-;-;-;-;-;-;-;-;-;-;-;132;-;-;-;291;329;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;822;1574
07/2024;qtd_aprovada;"316910 TOLEDO";-;-;-;-;-;216;-;-;-;-;-;-;-;-;-;-;-;155;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;640;1011
07/2024;qtd_aprovada;"316920 TOMBOS";1596;19;-;-;-;285;90;-;-;-;-;-;55;-;-;-;7780;1189;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;260;11287
07/2024;qtd_aprovada;"316930 TRES CORACOES";556;665;8;29902;-;1570;334;137;-;12;53;-;1143;-;13;560;39620;688;13;-;1416;-;1288;-;183;-;535;-;-;-;-;5;8;2;-;-;-;-;87;-;-;-;8;-;-;-;-;-;-;2946;19;-;-;81771
07/2024;qtd_aprovada;"316935 TRES MARIAS";13672;42;21;8040;-;1468;42;-;-;-;11;-;421;-;-;101;12308;258;4;-;-;-;-;-;-;-;202;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17860;54451
07/2024;qtd_aprovada;"316940 TRES PONTAS";20514;50;283;12140;-;939;477;203;-;-;-;-;3205;-;-;1475;59061;935;32;-;524;-;1829;-;225;-;22;-;8;14;-;-;-;-;-;-;-;-;335;-;-;-;12;-;-;-;-;-;-;1085;20;-;3258;106646
07/2024;qtd_aprovada;"316950 TUMIRITINGA";-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;44
07/2024;qtd_aprovada;"316960 TUPACIGUARA";5033;41;-;19469;-;1805;983;-;-;-;-;-;536;-;-;4881;25427;348;-;-;-;-;511;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;22;-;-;1237;60341
07/2024;qtd_aprovada;"316970 TURMALINA";-;42;5;7669;-;989;313;-;-;-;13;-;23;-;-;-;7408;652;35;-;-;-;-;-;1;-;74;-;1;29;1;-;9;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;5907;23194
07/2024;qtd_aprovada;"316980 TURVOLANDIA";-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;1597;1659
07/2024;qtd_aprovada;"316990 UBA";994;200;48;36985;1120;3878;1058;853;7;-;15;-;2436;-;-;378;67467;1501;336;-;1799;-;1778;-;102;-;471;-;-;138;-;2;24;20;-;-;1;-;371;-;-;14;20;-;-;-;-;-;273212;313;42;-;8449;404032
07/2024;qtd_aprovada;"317000 UBAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;110;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55;-;-;-;165
07/2024;qtd_aprovada;"317005 UBAPORANGA";-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2487;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;23;-;-;16;2573
07/2024;qtd_aprovada;"317010 UBERABA";1106;389;1755;124302;3902;14106;2716;2055;165;346;283;24;6993;3001;-;457;137591;1148;530;1686;3588;2993;894;-;307;-;582;-;134;212;2;17;47;17;1;-;7;-;147;78;1;120;44;69;-;-;-;39;397279;102;98;-;1552;710885
07/2024;qtd_aprovada;"317020 UBERLANDIA";111424;1994;981;818310;6953;32026;14243;4069;846;242;1588;29;28897;3978;4;10915;342359;7615;775;2679;7581;4760;3707;-;856;-;589;83;176;1477;4;295;7;31;-;-;-;-;1544;-;-;164;24;656;-;135;2;135;761803;374;98;-;7170;2181598
07/2024;qtd_aprovada;"317030 UMBURATIBA";-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2218;2777
